g1,vcmax,tleaf,twood,troot,aleaf,awood,aroot
13.893904101131543,0.0009636456188212567,5.680364608764648,0.0,1.795945405960083,0.32,0.0,0.68
9.572604146830033,0.0004193237784459368,4.074692726135254,0.0,5.618980407714844,0.435,0.0,0.565
9.749197689761855,0.0003853554148364876,3.955113410949707,0.0,1.8304688930511475,0.4025,0.0,0.5975
9.08810536314033,0.00012668934153075862,2.7798359394073486,0.0,1.9358856678009033,0.4775,0.0,0.5225
9.099363197116954,0.00025649273898197976,6.887734889984131,0.0,3.5151729583740234,0.445,0.0,0.555
2.435216171111722,0.0003758424734786327,7.046939849853516,0.0,2.2749712467193604,0.4125,0.0,0.5875
6.398280610659238,0.0012983523919368211,5.065312385559082,0.0,3.921309232711792,0.735,0.0,0.265
6.506717794128041,0.0008849892200594179,3.9547605514526367,0.0,3.7637786865234375,0.5025,0.0,0.4975
1.1793610502351075,4.382364735591838e-05,3.6118524074554443,12.959097862243652,4.476170539855957,0.5075,0.21,0.2825
2.486897040589396,0.000575014486500583,5.546539306640625,11.211947441101074,5.875661373138428,0.3775,0.3775,0.245
1.3856875086048717,0.0006114496655950648,5.105179309844971,23.710765838623047,3.893007516860962,0.3175,0.3425,0.34
5.709786479118974,0.00015555033760716484,3.9654085636138916,33.47791290283203,3.2764124870300293,0.41,0.2525,0.3375
7.973973452857312,0.00026253884926135773,5.304912567138672,12.368631362915039,2.4925589561462402,0.4125,0.185,0.4025
9.186728398923393,0.00064898670581559,3.8663971424102783,42.07623291015625,3.1851255893707275,0.4,0.1775,0.4225
4.139183471644053,0.00024023661808763122,3.592104911804199,1.2844016551971436,3.5517756938934326,0.4325,0.2375,0.33
5.7722466654175495,0.0003658670824139665,2.6319549083709717,42.19788360595703,5.010611057281494,0.43,0.335,0.235
2.9647446974788667,0.00038951857492247713,4.5351338386535645,34.18376541137695,2.8657023906707764,0.3525,0.17,0.4775
3.984285123134824,0.0007909734778678597,3.2473721504211426,16.643861770629883,4.00581693649292,0.455,0.2425,0.3025
9.820676720710779,0.000513721469105996,2.411332845687866,32.135955810546875,3.682476758956909,0.4725,0.2,0.3275
5.859635358548074,0.0008628154905474934,4.6192522048950195,59.39452362060547,3.892484664916992,0.2825,0.4475,0.27
7.612754697282705,0.0009001509838932407,3.2692995071411133,4.643397331237793,6.575305938720703,0.64,0.17,0.19
4.648896615578288,0.0014067853009119044,3.7967910766601562,8.909728050231934,4.836460590362549,0.4475,0.27,0.2825
3.3528825296322085,0.0006554668994291914,2.946002960205078,2.925412893295288,3.0879881381988525,0.3925,0.165,0.4425
9.37106706265728,0.0008781718470969832,3.9570353031158447,24.07299041748047,4.64735221862793,0.565,0.18,0.255
0.6357765208702987,0.00035422545921534447,3.234464168548584,17.16975212097168,3.9496848583221436,0.425,0.245,0.33
8.065818427775877,0.00011513617054709178,4.075331687927246,21.920251846313477,3.732586622238159,0.4525,0.2675,0.28
3.1345867977347526,0.0005818725246980789,5.234676361083984,43.780418395996094,4.995032787322998,0.5425,0.22,0.2375
0.14410336499620924,0.00031855431402722385,4.615655899047852,8.08554744720459,3.932903289794922,0.2775,0.4175,0.305
12.572370079298308,5.014745341062062e-06,3.577768564224243,17.754873275756836,7.183344841003418,0.4175,0.3475,0.235
4.533444667469066,0.0005359675079751723,6.031331539154053,20.625438690185547,4.912193775177002,0.2775,0.4725,0.25
5.655344264698623,0.0011072456352524177,5.714996814727783,19.17069435119629,3.396603584289551,0.4825,0.1925,0.325
0.37575430760115347,0.0005578069341196766,4.914981842041016,53.013633728027344,3.773123264312744,0.24,0.4875,0.2725
5.675611880885585,0.0006793304606904968,3.6243176460266113,31.814027786254883,4.935375690460205,0.47,0.3225,0.2075
8.124999960619643,0.0005301437481909832,2.4825713634490967,22.56380271911621,4.173867225646973,0.47,0.1825,0.3475
0.5763560549881012,0.0004077962904662118,4.236787796020508,43.81171798706055,3.827749490737915,0.26,0.325,0.415
5.056311741614107,0.0009286092110309846,6.169949054718018,16.894935607910156,3.67783522605896,0.41,0.1825,0.4075
1.507537373346515,0.0012479872102569686,4.864880084991455,17.57891845703125,3.397167921066284,0.26,0.2875,0.4525
3.8500381313673486,0.0003843683078466125,4.434645652770996,29.039234161376953,5.124181747436523,0.3475,0.225,0.4275
6.4830821391705316,0.001203405451817754,5.083974838256836,0.4722554087638855,3.3566606044769287,0.3175,0.2875,0.395
4.555147072362267,0.0002749644911767064,3.8188955783843994,6.4596099853515625,4.643733978271484,0.4325,0.15,0.4175
13.83669412292079,0.0003139990147904914,3.3234434127807617,41.56783676147461,2.8332204818725586,0.335,0.29,0.375
6.3921546584580335,0.0007885028341504418,3.0236446857452393,13.158952713012695,4.825201511383057,0.4425,0.28,0.2775
9.597303546907172,6.896874203230769e-05,3.444489002227783,3.8981120586395264,4.266812801361084,0.505,0.185,0.31
