g1,vcmax,tleaf,twood,troot,aleaf,awood,aroot
6.3656273592530095,0.00019521458769616043,5.024430274963379,0.0,2.388485908508301,0.4575,0.0,0.5425
12.77651391682569,0.0010428848555792747,2.4724013805389404,0.0,4.137300491333008,0.6375,0.0,0.3625
8.006189491992654,0.00010663244653095517,1.97050142288208,0.0,4.001461029052734,0.5975,0.0,0.4025
6.386414416477036,0.00011226714033298516,4.596129417419434,0.0,3.1123151779174805,0.595,0.0,0.405
5.425926777571239,0.0008713732155961085,3.737941265106201,0.0,2.1798956394195557,0.4625,0.0,0.5375
1.4329442642192507,0.0009481041699740069,2.797301769256592,0.0,2.5266542434692383,0.4925,0.0,0.5075
5.085497133876987,0.0002669032621294275,6.534862041473389,0.0,2.7628228664398193,0.595,0.0,0.405
3.1556657019327763,0.0006079905289630541,2.5410962104797363,0.0,2.35722279548645,0.4075,0.0,0.5925
1.8682107128149275,0.0005904733675199237,1.7984224557876587,0.0,5.033563613891602,0.6725,0.0,0.3275
5.359626870413153,0.0011501273413605548,4.878910541534424,0.0,2.919727087020874,0.2675,0.0,0.7325
0.9795264555293145,0.000977335157776625,4.319126605987549,0.0,4.178647041320801,0.485,0.0,0.515
0.696506588008819,0.00036023618211591675,1.5849781036376953,0.0,4.618957042694092,0.765,0.0,0.235
5.218863188773632,0.0002108940522528442,2.7933602333068848,0.0,3.0713701248168945,0.4625,0.0,0.5375
7.416519659994072,0.0013631961763233183,4.353107452392578,0.0,2.4528539180755615,0.2575,0.0,0.7425
5.1642302101258455,0.0006829127608788362,2.2586143016815186,0.0,3.7622451782226562,0.575,0.0,0.425
3.4517697013867843,0.0009132969354484544,4.383592128753662,0.0,1.675733208656311,0.3,0.0,0.7
4.143967308155407,0.0008570991785953329,4.589145183563232,0.0,1.6609981060028076,0.375,0.0,0.625
6.640823837395843,0.00105916423190578,6.574723720550537,0.0,1.9811756610870361,0.2225,0.0,0.7775
0.6092113266528772,0.0012311913039294848,2.0235142707824707,0.0,4.701208114624023,0.5775,0.0,0.4225
5.598568427813664,0.00025581689189691805,1.9799203872680664,0.0,3.8860232830047607,0.5325,0.0,0.4675
7.5329103675030105,0.0004404818312916992,5.797761917114258,0.0,2.33236026763916,0.5125,0.0,0.4875
1.5410744739290412,0.0005054016572138203,6.125400543212891,0.0,2.572540521621704,0.5625,0.0,0.4375
6.749703509550457,0.00015972487020599773,5.889862537384033,18.844589233398438,3.8920674324035645,0.175,0.5625,0.2625
2.3236168823790178,7.876261739652913e-05,4.646669387817383,19.1254940032959,3.8059661388397217,0.33,0.32,0.35
1.944627653136539,0.0005158091511343241,4.619467258453369,41.02622604370117,3.3615100383758545,0.34,0.3275,0.3325
8.099174726142833,0.00040779570549019287,3.989583730697632,12.281060218811035,2.0894477367401123,0.3375,0.155,0.5075
3.8849155713209846,0.0008619277569468703,4.857542514801025,28.99505615234375,7.081910133361816,0.2475,0.4725,0.28
4.026675703054875,0.0013215987668012232,5.562771320343018,19.14940643310547,3.266697645187378,0.245,0.29,0.465
11.231687552641661,0.0007203474442884001,5.5753984451293945,12.957037925720215,3.8635036945343018,0.32,0.165,0.515
2.646242737004157,0.0008189761040330291,3.700660228729248,4.4840087890625,5.126064300537109,0.3375,0.3475,0.315
6.993388751065281,0.000438524631836452,2.1626691818237305,11.986222267150879,3.713289737701416,0.4775,0.2125,0.31
5.446609952158626,0.00021411622230480521,4.419216632843018,2.6276304721832275,3.260526418685913,0.3375,0.1725,0.49
4.803403203990587,0.0006384800058438278,4.9112043380737305,31.33228302001953,3.57645845413208,0.445,0.26,0.295
1.2597826824860405,0.00042070109709068076,6.4248151779174805,10.800610542297363,1.8036696910858154,0.165,0.1875,0.6475
7.060701810840804,0.0004006457394677288,3.7775824069976807,21.973398208618164,3.4010813236236572,0.2875,0.39,0.3225
3.0994515043659927,0.0006378141592649888,3.3900668621063232,26.81967544555664,4.436036109924316,0.345,0.1975,0.4575
5.622003146552929,0.0005132544409008245,4.093012809753418,5.455033779144287,5.071633338928223,0.2675,0.3075,0.425
5.449810467584824,0.000818927534936038,4.213896751403809,2.605562448501587,5.592473030090332,0.3075,0.265,0.4275
3.407331626392811,0.0004712521687854976,5.747589111328125,26.437768936157227,5.065817832946777,0.42,0.22,0.36
